beneficiary_id,list_id,first_name,last_name,middle_name,ext_name,birth_date,region,province,city,barangay,marital_status
2,102,Maria,Santos,L.,,22/07/1994 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Married
11,101,John,Dela Cruz,M.,,20/04/2000 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
9,107,Mark unthony,Reyes,,,,Region X,,Cagayan de Oro,,Single
3,101,Jhon,Dela Cruz,M.,,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
8,106,Anaa Marie,Lopez,S.,,09/08/1996 0:00,Region X,Misamis Oriental,Cagayan de Oro,Bulua,Married
3,101,Jhon,Dela Cruz,,,15/12/2000 0:00,Region X,,Cagayan de Oro,,Single
2,102,Maria,Santos,L.,,22/07/1994 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Married
9,107,Mark Anthony,Reyes,T.,,,Region X,Misamis Oriental,Cagayan de Oro,Lapasan,Single
11,101,John,Dela Cruz,M.,,20/04/2000 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
9,107,Mark Anthony,Reyes,T.,,,Region X,Misamis Oriental,Cagayan de Oro,Lapasan,Single
7,106,Ana Marie,Lopez,S.,,09/08/1996 0:00,Region X,Misamis Oriental,Cagayan de Oro,Bulua,Married
5,104,Crystal,Ann,,,30/01/2002 0:00,Region X,Misamis Oriental,Cagayan de Oro,Macasandig,Single
12,102,Maaria,Santos,L.,,22/07/1994 0:00,Region X,Misamis Oriental,Cagayan de Oro,camaman-an,Single
12,102,Maria,Santos,L.,,22/07/1994 0:00,Region X,Misamis Oriental,Cagayan de Oro,camaman-an,Single
2,102,Maria,Santoz,L.,,22/07/1994 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Married
7,106,Ane Marie,Lopez,S.,,09/08/1996 0:00,Region X,Misamis Oriental,Cagayan de Oro,Bulua,Married
1,101,John,Dela Cruz,M.,,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
3,101,Jhon,Dela Cruz,M.,,03/08/2000 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
2,102,Maria,Santos,L.,,22/07/1994 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Married
8,106,Ana Marie,Lopez,S.,,09/08/1996 0:00,Region X,Misamis Oriental,Cagayan de Oro,Bulua,Married
5,104,Crystal,Ann,,,30/01/2002 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Single
4,103,Kryztel,Anne,,,30/01/2002 0:00,Region X,Misamis Oriental,Cagayan de Oro,Macasandig,Single
10,108,Joshua,Lim,A.,,03/11/1988 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Single
4,103,Kryztel,Anne,,,30/01/2002 0:00,Region X,Misamis Oriental,Cagayan de Oro,Macasandig,Single
7,106,Ana Marie,Lopez,S.,,09/08/1996 0:00,Region X,Misamis Oriental,Cagayan de Oro,Bulua,Married
10,108,Joshua,Lim,A.,,03/11/1988 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Single
8,106,Ana Marie,Lopez,,,05/05/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Married
8,106,Ana Marie,Lopez,S.,,17/01/1997 0:00,Region X,Misamis Oriental,Cagayan de Oro,Bulua,Married
12,102,Maria,Santos,L.,,22/07/1994 0:00,Region X,Misamis Oriental,Cagayan de Oro,camaman-an,Single
6,105,Juan,dela Cruz,M.,Jr.,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Kauswagan,Single
6,105,Juaan,dela Cruz,M.,Jr.,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Kauswagan,Single
11,101,John,Dela Cruz,M.,,20/04/2000 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
5,104,Crystal,Ann,,,14/11/2002 0:00,Region X,Misamis Oriental,Cagayan de Oro,Macasandig,Single
6,105,Juaan,dela Cruz,M.,Jr.,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Kauswagan,Single
11,101,John,Dela Cruz,M.,,20/04/2000 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
5,104,Crystal,Ann,,,30/01/2002 0:00,Region X,Misamis Oriental,Cagayan de Oro,Macasandig,Single
9,107,Maark Anthony,Reyes,T.,,,Region X,Misamis Oriental,Cagayan de Oro,Lapasan,Single
6,105,Juan,dela Cruz,M.,Jr.,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Kauswagan,Single
4,103,Kryztel,Anne,,,,Region X,Misamis Oriental,Cagayan de Oro,Macasandig,Single
7,106,Ana Marie,Lopez,,,09/08/1996 0:00,Region X,,Cagayan de Oro,,Married
2,102,Maria,Santoz,L.,,22/07/1994 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Married
10,108,Joshuaa,Lim,A.,,03/11/1988 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Single
7,106,Ana Marie,Lopez,S.,,09/08/1996 0:00,Region X,Misamis Oriental,Cagayan de Oro,Bulua,Married
9,107,Mark Anthony,Reyes,T.,,,Region X,Misamis Oriental,Cagayan de Oro,Lapasan,Single
2,102,Maaria,Santos,L.,,22/07/1994 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Married
7,106,Ana Marie,Lopez,S.,,09/08/1996 0:00,Region X,Misamis Oriental,Cagayan de Oro,Bulua,Married
8,106,Ana Marie,Lopez,S.,,09/08/1996 0:00,Region X,Misamis Oriental,Cagayan de Oro,Bulua,Married
3,101,Jhon,Dela Cruz,M.,,27/08/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
3,101,Jhon,Dela Cruz,M.,,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
6,105,Juan,dela Cruz,M.,Jr.,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Kauswagan,Single
11,101,John,Dela Cruz,M.,,20/04/2000 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
1,101,John,Dela Cruz,M.,,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
7,106,Ana Marie,Lopez,S.,,09/08/1996 0:00,Region X,Misamis Oriental,Cagayan de Oro,Bulua,Married
3,101,Jhon,Dela Cruz,M.,,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
5,104,Crystal,Ann,,,30/01/2002 0:00,Region X,Misamis Oriental,Cagayan de Oro,Macasandig,Single
11,101,John,Dela Cruz,M.,,20/04/2000 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
2,102,Maria,Santos,L.,,22/07/1994 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Married
3,101,Jhon,Dela Cruz,M.,,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
11,101,John,Dela Cruz,,,20/04/2000 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
3,101,Jhon,Dela Cruz,M.,,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
9,107,Mark Anthony,Reyes,T.,,,Region X,Misamis Oriental,Cagayan de Oro,Lapasan,Single
6,105,Juan,dela Cruz,,Jr.,15/04/1999 0:00,Region X,,Cagayan de Oro,,Single
11,101,John,Dela Cruz,M.,,20/04/2000 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
9,107,Mark Anthony,Reyes,T.,,,Region X,Misamis Oriental,Cagayan de Oro,Lapasan,Single
1,101,John,Dela Cruz,M.,,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
1,101,Joen,Dela Cruz,M.,,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
9,107,Maark Anthony,Reyes,T.,,,Region X,Misamis Oriental,Cagayan de Oro,Lapasan,Single
6,105,Juan,dela Cruz,M.,Jr.,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Kauswagan,Single
5,104,Crystal,Ann,,,30/01/2002 0:00,Region X,,Cagayan de Oro,,Single
8,106,Ana Marie,Lopez,S.,,09/08/1996 0:00,Region X,Misamis Oriental,Cagayan de Oro,Bulua,Married
2,102,Maria,Santos,L.,,22/07/1994 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Married
5,104,Crystel,Ann,,,30/01/2002 0:00,Region X,Misamis Oriental,Cagayan de Oro,Macasandig,Single
1,101,John,Dela Cruz,M.,,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
7,106,Ana Marie,Lopez,S.,,09/08/1996 0:00,Region X,Misamis Oriental,Cagayan de Oro,Bulua,Married
11,101,John,Dela Cruz,M.,,20/04/2000 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
10,108,Joshua,Lim,A.,,03/11/1988 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Single
9,107,Mark Anthony,Reyes,T.,,,Region X,Misamis Oriental,Cagayan de Oro,Lapasan,Single
12,102,Maria,Santos,L.,,22/07/1994 0:00,Region X,Misamis Oriental,Cagayan de Oro,camaman-an,Single
7,106,Ana Marie,Lopez,S.,,09/08/1996 0:00,Region X,Misamis Oriental,Cagayan de Oro,Bulua,Married
4,103,Kryztel,Anne,,,30/01/2002 0:00,Region X,Misamis Oriental,Cagayan de Oro,Macasandig,Single
9,107,Mark Anthony,Reyes,T.,,,Region X,Misamis Oriental,Cagayan de Oro,Lapasan,Single
1,101,John,Dela Cruz,M.,,,Region X,Misamis Oriental,Cagayan de Oro,,Single
12,102,Maria,Santos,L.,,22/07/1994 0:00,Region X,Misamis Oriental,Cagayan de Oro,camaman-an,Single
4,103,Kryztel,Anne,,,23/04/2003 0:00,Region X,Misamis Oriental,Cagayan de Oro,Macasandig,Single
5,104,Crystal,Ann,,,30/01/2002 0:00,Region X,Misamis Oriental,Cagayan de Oro,Macasandig,Single
4,103,Kryztel,Anne,,,30/01/2002 0:00,Region X,Misamis Oriental,Cagayan de Oro,Macasandig,Single
2,102,Maria,Santos,L.,,22/07/1994 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Married
2,102,Maria,Santos,L.,,22/07/1994 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Married
11,101,John,Dela Cruz,M.,,20/04/2000 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
10,108,Jashua,Lim,A.,,,Region X,,Cagayan de Oro,,Single
9,107,Maark Anthony,Reyes,T.,,,Region X,Misamis Oriental,Cagayan de Oro,Lapasan,Single
2,102,Maria,Santos,L.,,22/07/1994 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Married
2,102,Maria,Santos,,,,Region X,,Cagayan de Oro,,Married
12,102,Maria,Santos,L.,,22/07/1994 0:00,Region X,Misamis Oriental,Cagayan de Oro,camaman-an,Single
6,105,Juan,dela Cruz,M.,Jr.,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Kauswagan,Single
6,105,Juan,dela Cruz,M.,Jr.,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Single
3,101,Jhon,Dela Cruz,M.,,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
2,102,Maria,Santos,L.,,22/07/1994 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Married
2,102,Maria,Santos,L.,,22/07/1994 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Married
2,102,Maria,Santos,L.,,22/07/1994 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Married
1,101,Joon,Dela Cruz,M.,,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
2,102,Maria,Santos,L.,,22/07/1994 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Married
5,104,Crystal,Ann,,,30/01/2002 0:00,Region X,Misamis Oriental,Cagayan de Oro,Macasandig,Single
11,101,John,Dela Cruz,,,20/04/2000 0:00,Region X,,Cagayan de Oro,,Single
1,101,John,Dela Cruz,M.,,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
8,106,Ana Marie,Lopez,S.,,09/08/1996 0:00,Region X,Misamis Oriental,Cagayan de Oro,Bulua,Married
8,106,Anaa Marie,Lopez,S.,,09/08/1996 0:00,Region X,Misamis Oriental,Cagayan de Oro,Bulua,Married
2,102,Maria,Santoz,,,,Region X,Misamis Oriental,Cagayan de Oro,,Married
7,106,Ana oarie,Lopez,S.,,09/08/1996 0:00,Region X,Misamis Oriental,Cagayan de Oro,Bulua,Married
10,108,Joshua,Lim,A.,,03/11/1988 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Single
5,104,Crystal,Ann,,,30/01/2002 0:00,Region X,Misamis Oriental,Cagayan de Oro,Macasandig,Single
10,108,Joshua,Lim,A.,,03/11/1988 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Single
10,108,Joshua,Lim,A.,,03/11/1988 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Single
4,103,Kryztel,Anne,,,30/01/2002 0:00,Region X,Misamis Oriental,Cagayan de Oro,Macasandig,Single
9,107,Mark Anthony,Reyes,T.,,,Region X,Misamis Oriental,Cagayan de Oro,Lapasan,Single
5,104,Crystal,Ann,,,30/01/2002 0:00,Region X,,Cagayan de Oro,Macasandig,Single
4,103,Kryztel,Anne,,,30/01/2002 0:00,Region X,Misamis Oriental,Cagayan de Oro,Macasandig,Single
9,107,Mark Anthony,Reyes,T.,,,Region X,Misamis Oriental,Cagayan de Oro,Lapasan,Single
4,103,Kryztel,Anne,,,30/01/2002 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Single
11,101,John,Dela Cruz,M.,,20/04/2000 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
9,107,Mark Anthony,Reyes,T.,,,Region X,Misamis Oriental,Cagayan de Oro,Lapasan,Single
7,106,Ana Marie,Lopez,S.,,09/08/1996 0:00,Region X,Misamis Oriental,Cagayan de Oro,Bulua,Married
10,108,Joshua,Lim,A.,,03/11/1988 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Single
10,108,Joshua,Lim,A.,,03/11/1988 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Single
11,101,John,Dela Cruz,M.,,20/04/2000 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
3,101,Jhon,Dela Cruz,M.,,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
4,103,Kryztel,Anne,,,30/01/2002 0:00,Region X,Misamis Oriental,Cagayan de Oro,Macasandig,Single
8,106,Ana Marie,Lopez,S.,,09/08/1996 0:00,Region X,Misamis Oriental,Cagayan de Oro,Bulua,Married
11,101,John,Dela Cruz,M.,,20/04/2000 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
1,101,John,Dela Cruz,M.,,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
5,104,Crystal,Ann,,,31/05/2004 0:00,Region X,Misamis Oriental,Cagayan de Oro,Macasandig,Single
10,108,Joshua,Lim,A.,,03/11/1988 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Single
4,103,Kryztel,Anne,,,30/01/2002 0:00,Region X,Misamis Oriental,Cagayan de Oro,Macasandig,Single
11,101,Johu,Dela Cruz,,,,Region X,,Cagayan de Oro,,Single
2,102,Maaria,Santos,L.,,19/05/1995 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Married
12,102,Maria,Santos,,,22/07/1994 0:00,Region X,,Cagayan de Oro,,Single
5,104,Crystal,Ann,,,30/01/2002 0:00,Region X,Misamis Oriental,Cagayan de Oro,Macasandig,Single
9,107,Mark Anthony,Reyes,T.,,,Region X,Misamis Oriental,Cagayan de Oro,Lapasan,Single
11,101,John,Dela Cruz,M.,,20/04/2000 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
6,105,Juan,dela Cruz,M.,Jr.,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Kauswagan,Single
12,102,Maria,Santos,,,22/07/1994 0:00,Region X,Misamis Oriental,Cagayan de Oro,camaman-an,Single
2,102,Maria,Santos,L.,,22/07/1994 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Married
4,103,Kryztel,Anne,,,30/01/2002 0:00,Region X,Misamis Oriental,Cagayan de Oro,Macasandig,Single
6,105,Juan,dela Cruz,M.,Jr.,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Kauswagan,Single
4,103,Kryztel,Anne,,,06/08/2002 0:00,Region X,Misamis Oriental,Cagayan de Oro,Macasandig,Single
1,101,John,Dela Cruz,M.,,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
7,106,Ana Marie,Lopez,S.,,11/06/1997 0:00,Region X,Misamis Oriental,Cagayan de Oro,Bulua,Married
2,102,Maria,Santos,L.,,22/07/1994 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Married
8,106,Ana Marie,Lopez,S.,,09/08/1996 0:00,Region X,Misamis Oriental,Cagayan de Oro,Bulua,Married
9,107,Mark Anthony,Reyes,T.,,,Region X,Misamis Oriental,Cagayan de Oro,Lapasan,Single
9,107,Mark Anthony,Reyes,T.,,,Region X,Misamis Oriental,Cagayan de Oro,Lapasan,Single
4,103,Kryztel,Anne,,,30/01/2002 0:00,Region X,Misamis Oriental,Cagayan de Oro,Macasandig,Single
11,101,John,Dela Cruz,M.,,20/04/2000 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
9,107,Mark unthony,Reyes,T.,,,Region X,Misamis Oriental,Cagayan de Oro,Lapasan,Single
4,103,Kryztel,Anne,,,,Region X,Misamis Oriental,Cagayan de Oro,,Single
8,106,Ana Marie,Lopez,S.,,09/08/1996 0:00,Region X,Misamis Oriental,Cagayan de Oro,Bulua,Married
4,103,Kryztel,Anne,,,30/01/2002 0:00,Region X,Misamis Oriental,Cagayan de Oro,Macasandig,Single
2,102,Maria,Santos,L.,,22/07/1994 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Married
5,104,Crystal,Ann,,,30/01/2002 0:00,Region X,Misamis Oriental,Cagayan de Oro,Macasandig,Single
11,101,John,Dela Cruz,,,20/04/2000 0:00,Region X,,Cagayan de Oro,,Single
11,101,John,Dela Cruz,M.,,20/04/2000 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
8,106,Ana Marie,Lopez,S.,,09/08/1996 0:00,Region X,Misamis Oriental,Cagayan de Oro,Bulua,Married
11,101,John,Dela Cruz,M.,,20/04/2000 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
8,106,Ana Marie,Lopez,,,14/11/1996 0:00,Region X,,Cagayan de Oro,,Married
7,106,Anaa Marie,Lopez,S.,,09/08/1996 0:00,Region X,Misamis Oriental,Cagayan de Oro,Bulua,Married
12,102,Maria,Santos,L.,,22/07/1994 0:00,Region X,Misamis Oriental,Cagayan de Oro,camaman-an,Single
9,107,Mark Anihony,Reyes,T.,,,Region X,Misamis Oriental,Cagayan de Oro,Lapasan,Single
9,107,Mark Anthony,Reyez,T.,,,Region X,Misamis Oriental,Cagayan de Oro,Lapasan,Single
6,105,Juan,dela Cruz,M.,Jr.,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Kauswagan,Single
8,106,Ana Marie,Lopez,S.,,09/08/1996 0:00,Region X,Misamis Oriental,Cagayan de Oro,Bulua,Married
1,101,John,Dela Cruz,M.,,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
3,101,Jhon,Dela Cruz,M.,,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
4,103,Kryztel,Anne,,,30/01/2002 0:00,Region X,Misamis Oriental,Cagayan de Oro,Macasandig,Single
8,106,Anaa Marie,Lopez,S.,,,Region X,,Cagayan de Oro,,Married
10,108,Joshua,Lim,A.,,03/11/1988 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Single
12,102,Maria,Santos,,,22/07/1994 0:00,Region X,,Cagayan de Oro,,Single
6,105,Juan,dela Cruz,M.,Jr.,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Kauswagan,Single
6,105,Juan,dela Cruz,M.,Jr.,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Kauswagan,Single
4,103,Kryztel,Anne,,,30/01/2002 0:00,Region X,Misamis Oriental,Cagayan de Oro,Macasandig,Single
6,105,Juan,dela Cruz,,Jr.,15/04/1999 0:00,Region X,,Cagayan de Oro,,Single
9,107,Maark Anthony,Reyes,T.,,,Region X,Misamis Oriental,Cagayan de Oro,Lapasan,Single
12,102,Maaria,Santos,L.,,22/07/1994 0:00,Region X,Misamis Oriental,Cagayan de Oro,camaman-an,Single
10,108,Joshua,Lim,A.,,03/11/1988 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Single
10,108,Joshua,Lim,A.,,03/11/1988 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Single
8,106,Ana Marie,Lopez,S.,,,Region X,Misamis Oriental,Cagayan de Oro,,Married
5,104,Crystaal,Ann,,,30/01/2002 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Single
4,103,Kayztel,Anne,,,30/01/2002 0:00,Region X,Misamis Oriental,Cagayan de Oro,Macasandig,Single
3,101,Jhon,Dela Cruz,M.,,16/09/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
3,101,Jhon,Dela Cruz,M.,,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
3,101,Jhon,Dela Cruz,M.,,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
2,102,Maria,Santos,L.,,22/07/1994 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Married
11,101,John,Dela Cruz,,,,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
10,108,Joshua,Lim,A.,,03/11/1988 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Single
10,108,Joshua,Lim,A.,,03/11/1988 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Single
1,101,John,Dela Cruz,,,15/04/1999 0:00,Region X,,Cagayan de Oro,,Single
12,102,Maria,Santos,L.,,22/07/1994 0:00,Region X,Misamis Oriental,Cagayan de Oro,camaman-an,Single
1,101,John,Dela Cruz,M.,,06/07/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
8,106,Ana Marie,Lopez,S.,,09/08/1996 0:00,Region X,Misamis Oriental,Cagayan de Oro,Bulua,Married
1,101,John,Dela Cruz,M.,,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
2,102,Maria,Santos,L.,,22/07/1994 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Married
3,101,Jhon,Dela Cruz,M.,,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
9,107,Mark Anthony,Reyes,,,,Region X,,Cagayan de Oro,,Single
4,103,Kryztel,Anne,,,30/01/2002 0:00,Region X,Misamis Oriental,Cagayan de Oro,Macasandig,Single
3,101,Jhon,Dela Cruz,M.,,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
11,101,John,Dela Cruz,M.,,20/04/2000 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
8,106,Ana Marie,Lopez,,,09/08/1996 0:00,Region X,,Cagayan de Oro,,Married
7,106,Ana Maaie,Lopez,,,09/08/1996 0:00,Region X,,Cagayan de Oro,Bulua,Married
12,102,Maaria,Santos,L.,,22/07/1994 0:00,Region X,Misamis Oriental,Cagayan de Oro,camaman-an,Single
10,108,Joshua,Lim,A.,,03/11/1988 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Single
9,107,Mark Anthony,Reyes,T.,,,Region X,Misamis Oriental,Cagayan de Oro,Lapasan,Single
2,102,Maria,Santos,L.,,22/07/1994 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Married
10,108,Joshua,Lim,A.,,03/11/1988 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Single
2,102,Maria,Santos,L.,,22/07/1994 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Married
4,103,Kryztel,Anne,,,30/01/2002 0:00,Region X,Misamis Oriental,Cagayan de Oro,Macasandig,Single
5,104,Crystal,Ann,,,30/01/2002 0:00,Region X,Misamis Oriental,Cagayan de Oro,Macasandig,Single
4,103,Kryztel,Anne,,,30/01/2002 0:00,Region X,,Cagayan de Oro,,Single
11,101,John,Dela Cruz,,,20/04/2000 0:00,Region X,,Cagayan de Oro,Carmen,Single
12,102,Maria,Santos,,,22/07/1994 0:00,Region X,,Cagayan de Oro,,Single
6,105,Juan,dela Cruz,,Jr.,15/04/1999 0:00,Region X,,Cagayan de Oro,,Single
7,106,Ana Marie,Lopez,S.,,09/08/1996 0:00,Region X,Misamis Oriental,Cagayan de Oro,Bulua,Married
7,106,Ana Marie,Lopez,S.,,09/08/1996 0:00,Region X,Misamis Oriental,Cagayan de Oro,Bulua,Married
8,106,Ana Marie,Lopez,,,09/08/1996 0:00,Region X,,Cagayan de Oro,,Married
4,103,Kryztel,Anne,,,30/01/2002 0:00,Region X,Misamis Oriental,Cagayan de Oro,Macasandig,Single
2,102,Marii,Santos,,,22/07/1994 0:00,Region X,,Cagayan de Oro,,Married
9,107,Mark Anthony,Reyez,T.,,,Region X,Misamis Oriental,Cagayan de Oro,Lapasan,Single
10,108,Joshua,Lim,A.,,03/11/1988 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Single
12,102,Maria,Santos,L.,,22/07/1994 0:00,Region X,Misamis Oriental,Cagayan de Oro,camaman-an,Single
6,105,Jean,dela Cruz,M.,Jr.,23/03/2000 0:00,Region X,Misamis Oriental,Cagayan de Oro,Kauswagan,Single
10,108,Joshua,Lim,A.,,03/11/1988 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Single
2,102,Maria,Santos,L.,,22/07/1994 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Married
1,101,John,Dela Cruz,M.,,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
1,101,Joen,Dela Cruz,M.,,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
1,101,John,Dela Cruz,M.,,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
8,106,Ana Marie,Lopez,S.,,27/03/1997 0:00,Region X,Misamis Oriental,Cagayan de Oro,Bulua,Married
11,101,John,Dela Cruz,M.,,20/04/2000 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
8,106,Ana Marie,Lopez,S.,,09/08/1996 0:00,Region X,Misamis Oriental,Cagayan de Oro,Bulua,Married
5,104,Crystaal,Ann,,,30/01/2002 0:00,Region X,Misamis Oriental,Cagayan de Oro,Macasandig,Single
1,101,John,Dela Cruz,M.,,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
4,103,Kryztel,Anne,,,30/01/2002 0:00,Region X,Misamis Oriental,Cagayan de Oro,Macasandig,Single
3,101,Jhon,Dela Cruz,M.,,15/04/1999 0:00,Region X,Misamis Oriental,Cagayan de Oro,Carmen,Single
9,107,Mark Anthony,Reyes,T.,,,Region X,Misamis Oriental,Cagayan de Oro,Lapasan,Single
10,108,Joshua,Lim,A.,,29/03/1989 0:00,Region X,Misamis Oriental,Cagayan de Oro,,Single
5,104,Crystel,Ann,,,30/01/2002 0:00,Region X,Misamis Oriental,Cagayan de Oro,Macasandig,Single
8,106,Ana Marie,Lopez,S.,,09/08/1996 0:00,Region X,Misamis Oriental,Cagayan de Oro,Bulua,Married
